Page Name,Amount Spent (EUR),len_amt,state
DSM Bright Science Brighter Living,143,3,Noord Holland 
Khalid Oubaha,143,3,Noord Holland 
IKEA,142,3,Noord Holland 
DE VERLEIDERS,142,3,Noord Holland 
SGP-jongeren,141,3,Noord Holland 
Politiek van Morgen,141,3,Noord Holland 
NPV - Zorg voor het leven,140,3,Noord Holland 
Jobliebe,139,3,Noord Holland 
NIDA,139,3,Noord Holland 
LuXembourg - Let's make it happen,139,3,Noord Holland 
SP Haarlem,138,3,Noord Holland 
CG Research,138,3,Noord Holland 
Stichting De Noordzee,138,3,Noord Holland 
Evangelische Omroep (EO),137,3,Noord Holland 
CIWF Nederland,136,3,Noord Holland 
NorthstarNews,136,3,Noord Holland 
Duurzaam in De Pijp,136,3,Noord Holland 
Nederland KansRijk,136,3,Noord Holland 
SumOfUs,135,3,Noord Holland 
Peachy Friendly,135,3,Noord Holland 
WoonQ.nl,135,3,Noord Holland 
SP Haarlem,135,3,Noord Holland 
Plesstics,134,3,Noord Holland 
CNV Internationaal - Want iedereen heeft recht op goed werk,134,3,Noord Holland 
Talkshow M Kro-Ncrv,134,3,Noord Holland 
WorldWatchers,133,3,Noord Holland 
Carrie Underwood,133,3,Noord Holland 
Stories that Move,133,3,Noord Holland 
De Haagse Hogeschool,132,3,Noord Holland 
European Committee of the Regions,132,3,Noord Holland 
Etergo,132,3,Noord Holland 
Provincie Noord-Holland,131,3,Noord Holland 
𝐈𝐬𝐥𝐚𝐦 𝐍𝐞𝐭,131,3,Noord Holland 
De Verhalen van Groningen,131,3,Noord Holland 
D66 Internationaal,131,3,Noord Holland 
VVD Hoorn,130,3,Noord Holland 
11september.eu,130,3,Noord Holland 
Jonge Socialisten in de PvdA,130,3,Noord Holland 
Republikeins Genootschap,129,3,Noord Holland 
Healthy Seas Socks,129,3,Noord Holland 
Halsey,129,3,Noord Holland 
Duranet zonnepanelen,128,3,Noord Holland 
ROSE stories,128,3,Noord Holland 
Democrats Abroad Netherlands,128,3,Noord Holland 
Mijnwoningverduurzamen.nl,127,3,Noord Holland 
Gillette Benelux,127,3,Noord Holland 
Milieu Centraal,126,3,Noord Holland 
G10 van de Economie en Filosofie,126,3,Noord Holland 
Hetgaatovermij,126,3,Noord Holland 
Energiedirect.nl,126,3,Noord Holland 
Whosright,126,3,Noord Holland 
Christenen voor Israël,125,3,Noord Holland 
Rogier Havelaar,125,3,Noord Holland 
Ministerie van Sociale Zaken en Werkgelegenheid,124,3,Noord Holland 
Sophia-Vereeniging,124,3,Noord Holland 
Susan Bijl,124,3,Noord Holland 
Raad Gooise Meren,124,3,Noord Holland 
EcoTree International,123,3,Noord Holland 
The Pascal Foundation,122,3,Noord Holland 
Slimduurzamer,122,3,Noord Holland 
GroenLinks Alkmaar,122,3,Noord Holland 
pinkpolitiek,122,3,Noord Holland 
Gemeentebelangen Purmerend,121,3,Noord Holland 
ABN AMRO MeesPierson,120,3,Noord Holland 
Stem Roy Europa in,119,3,Noord Holland 
EW Magazine,118,3,Noord Holland 
Compassion Nederland,118,3,Noord Holland 
Plastic Soup Foundation,117,3,Noord Holland 
Big Rig Racing Game,117,3,Noord Holland 
Eerlijke Geldwijzer,117,3,Noord Holland 
CDA Heemskerk,117,3,Noord Holland 
Lev Haolam - Supporting Israel,117,3,Noord Holland 
GroenLeven zonne-energie,116,3,Noord Holland 
VVD Zaanstad,116,3,Noord Holland 
HUMAN,116,3,Noord Holland 
Hoe Werkt Nederland?,116,3,Noord Holland 
Joan Nunnely,115,3,Noord Holland 
Texasdepot,114,3,Noord Holland 
FNV Schiphol,114,3,Noord Holland 
Eddy G,114,3,Noord Holland 
Jaco Geurts,113,3,Noord Holland 
Alpro,113,3,Noord Holland 
YUYU Bottle,113,3,Noord Holland 
Hasene,113,3,Noord Holland 
Nederlandse Vereniging voor Veganisme,113,3,Noord Holland 
ActieKampioen,112,3,Noord Holland 
Kies MBO,112,3,Noord Holland 
Party of European Socialists,112,3,Noord Holland 
RegrowAustralia,111,3,Noord Holland 
EenVandaag,111,3,Noord Holland 
Partij19,111,3,Noord Holland 
Independent European Daily Express,110,3,Noord Holland 
Ahmadiyya Moslim Gemeenschap Nederland,110,3,Noord Holland 
Homethings,110,3,Noord Holland 
Somerparc aan de Amstel,110,3,Noord Holland 
TUI,110,3,Noord Holland 
Amsterdam BIJ1,110,3,Noord Holland 
Gemeente Aalsmeer,109,3,Noord Holland 
University of Sussex,108,3,Noord Holland 
Edel Collecties,108,3,Noord Holland 
Bloomon,108,3,Noord Holland 
ChristenUnie Hoorn,107,3,Noord Holland 
Yworks,107,3,Noord Holland 
Winston Scholsberg PSA Nederland,107,3,Noord Holland 
Het Tattoohuys,106,3,Noord Holland 
"Saïd Business School, University of Oxford",106,3,Noord Holland 
CIDI,106,3,Noord Holland 
WindShareFund,106,3,Noord Holland 
CDA Opmeer,106,3,Noord Holland 
Stichting voor Vluchteling-Studenten UAF,105,3,Noord Holland 
Defence for Children,105,3,Noord Holland 
Flotsam & Jetsam Bags,105,3,Noord Holland 
ANWB,105,3,Noord Holland 
Burgerme,105,3,Noord Holland 
Drumschool Beat The Drums,105,3,Noord Holland 
NoMorePlastic,105,3,Noord Holland 
Nestlé,105,3,Noord Holland 
Natuurhuisje,105,3,Noord Holland 
Partij voor de Dieren Zuid-Holland,104,3,Noord Holland 
Lisa Westerveld,104,3,Noord Holland 
EVERT,104,3,Noord Holland 
Leprastichting,103,3,Noord Holland 
Pointer KRO-NCRV,103,3,Noord Holland 
Referendum Coen,102,3,Noord Holland 
CompuGroup Medical Nederland,102,3,Noord Holland 
Jong Ondernemen,101,3,Noord Holland 
Miss Etam,101,3,Noord Holland 
Welwonen,100,3,Noord Holland 
Helpwantednl,100,3,Noord Holland 
Ik raap Zwerfafval,100,3,Noord Holland 
4ocean,100,3,Noord Holland 
Ik ben Zapper,100,3,Noord Holland 
Tikkie,100,3,Noord Holland 
Iukkai,100,3,Noord Holland 
Werken bij ANWB,100,3,Noord Holland 
Partij voor de aarde,100,3,Noord Holland 
Socialisme.nu,100,3,Noord Holland 
TripActions,100,3,Noord Holland 
CDA Alkmaar,100,3,Noord Holland 
Partij voor Ouderen en Veiligheid,100,3,Noord Holland 
My Daily Shot of Culture,100,3,Noord Holland 
Argos Medialogica,100,3,Noord Holland 
HalloStroom,100,3,Noord Holland 
De Nieuwe Maan,100,3,Noord Holland 
HalloStroom,100,3,Noord Holland 
UN Women Nederland,100,3,Noord Holland 
Avianka Aventurin-Denloye,100,3,Noord Holland 
Argon Audio,100,3,Noord Holland 
Neste,100,3,Noord Holland 
AVROTROS,100,3,Noord Holland 
SP Purmerend,100,3,Noord Holland 
Lilian Marijnissen,100,3,Noord Holland 
Vrijheidscolleges,100,3,Noord Holland 
Airthings,100,3,Noord Holland 
Werken bij Capgemini,100,3,Noord Holland 
Webflow,100,3,Noord Holland 
International Campaign for Tibet Europe,100,3,Noord Holland 
The Black Archives,100,3,Noord Holland 
Natuur & Milieu,100,3,Noord Holland 
Humble Household,100,3,Noord Holland 
Formule 2 tankstations,100,3,Noord Holland 
EU Social,100,3,Noord Holland 
Strellson,100,3,Noord Holland 
VVD Heemskerk,100,3,Noord Holland 
Man tot Man,100,3,Noord Holland 
GroenLinks Alkmaar,100,3,Noord Holland 
Essent,100,3,Noord Holland 
Koggenlandse VVD,100,3,Noord Holland 
Wepublic,100,3,Noord Holland 
Ware Islam,100,3,Noord Holland 
One day Future,100,3,Noord Holland 
ChristenUnie-SGP Haarlemmermeer,100,3,Noord Holland 
Dier&Recht,100,3,Noord Holland 
Paindemie,100,3,Noord Holland 
Rainbow Rose,100,3,Noord Holland 
Kati Piri,100,3,Noord Holland 
Terdege,100,3,Noord Holland 
OPA - Onafhankelijke Partij Alkmaar,100,3,Noord Holland 
Guardian Weekly,100,3,Noord Holland 
Left To Survive,100,3,Noord Holland 
Ecover Nederland,100,3,Noord Holland 
Salima Belhaj,100,3,Noord Holland 
Partij van de Arbeid Zaanstad,100,3,Noord Holland 
Eastpak,100,3,Noord Holland 
BirdLife International,100,3,Noord Holland 
Indebuurt Haarlem,100,3,Noord Holland 
Teamleader,100,3,Noord Holland 
Sociaal Rechts Haarlemmermeer,100,3,Noord Holland 
Dyson,100,3,Noord Holland 
Donker Gloed,100,3,Noord Holland 
Cyclemedia,100,3,Noord Holland 
Thierry Aartsen,100,3,Noord Holland 
NPO 3,100,3,Noord Holland 
OutSystems,100,3,Noord Holland 
Chris van Dam,100,3,Noord Holland 
D66 Medemblik,100,3,Noord Holland 
BrightVibes NL,100,3,Noord Holland 
The Social Human Movement,100,3,Noord Holland 
Rainforest Action Network,100,3,Noord Holland 
NMI,100,3,Noord Holland 
Frank Visser,100,3,Noord Holland 
Lijst VUUR,100,3,Noord Holland 
Geheugen van Nederland,100,3,Noord Holland 
Calvin Klein,100,3,Noord Holland 
MoonSky,100,3,Noord Holland 
Tom Rotmans,100,3,Noord Holland 
Aqua Purica,100,3,Noord Holland 
PFZW - Pensioenfonds Zorg en Welzijn,100,3,Noord Holland 
Herstel-NL,100,3,Noord Holland 
Orkater,100,3,Noord Holland 
Games area,100,3,Noord Holland 
Politiek Op Maat,100,3,Noord Holland 
PRP Designs,100,3,Noord Holland 
Vereniging basisinkomen,100,3,Noord Holland 
제주특별자치도,100,3,Noord Holland 
Invitrogen,100,3,Noord Holland 
Fastes,100,3,Noord Holland 
DENK,100,3,Noord Holland 
Gemeentebanen,100,3,Noord Holland 
Burgemeester Erik Boog,100,3,Noord Holland 
Ulysse Ellian,100,3,Noord Holland 
LOCO,100,3,Noord Holland 
Stem Nederland Terug,100,3,Noord Holland 
Maarten Verheyen,100,3,Noord Holland 
Christelijk Informatie Platform,100,3,Noord Holland 
Pascales,100,3,Noord Holland 
News Area,100,3,Noord Holland 
Bnbverhuurcursus.nl,100,3,Noord Holland 
Art.1 Bureau Discriminatiezaken NHN,100,3,Noord Holland 
Tom van den Nieuwenhuijzen,100,3,Noord Holland 
More Than Brides Alliance,100,3,Noord Holland 
Palestijnse Kinderrechten Coalitie,100,3,Noord Holland 
SP Purmerend,100,3,Noord Holland 
King Food,100,3,Noord Holland 
"Ministerie van Onderwijs, Cultuur en Wetenschap",100,3,Noord Holland 
Wytske Postma CDA,100,3,Noord Holland 
TCC - Take Care Couriers,100,3,Noord Holland 
Initiatiefgroep Mooier Bergen -Stichting 'In Harmonie',100,3,Noord Holland 
Arne Weverling,100,3,Noord Holland 
Cooking Diary,100,3,Noord Holland 
Nationaalhypotheekplan.nl,100,3,Noord Holland 
Lev. Uitgevers,100,3,Noord Holland 
Julian Bushoff,100,3,Noord Holland 
Internationaal Theater Amsterdam,100,3,Noord Holland 
Gelijk=Anders,100,3,Noord Holland 
The Good Roll,100,3,Noord Holland 
Ride-On Nederland,100,3,Noord Holland 
UNFPA,100,3,Noord Holland 
VICTOR LOU,100,3,Noord Holland 
Bont voor Dieren,100,3,Noord Holland 
Barbara Oomen - PvdA,100,3,Noord Holland 
Amref Flying Doctors NL,100,3,Noord Holland 
Groene Groeiers,100,3,Noord Holland 
King Kong Co.,100,3,Noord Holland 
Peter van Kessel,100,3,Noord Holland 
Daniel Koerhuis,100,3,Noord Holland 
Slachtofferhulp Nederland,100,3,Noord Holland 
Fonda Sahla,100,3,Noord Holland 
Ik wil leren,100,3,Noord Holland 
VVD Purmerend,100,3,Noord Holland 
VVD Noord-Holland,100,3,Noord Holland 
KiK,100,3,Noord Holland 
Augeo,100,3,Noord Holland 
Peter Szabo,100,3,Noord Holland 
GGD Noord- en Oost-Gelderland,100,3,Noord Holland 
Borsa Yatırım Danışmanı,100,3,Noord Holland 
Lassie Rijst,100,3,Noord Holland 
Marius Wiegman,100,3,Noord Holland 
AquaGo,100,3,Noord Holland 
PvdA-Hoorn,100,3,Noord Holland 
Wildlife Mission,100,3,Noord Holland 
Niels van den Berge,100,3,Noord Holland 
Humans of Europe,100,3,Noord Holland 
Pointer (KRO-NCRV),100,3,Noord Holland 
Read My World,100,3,Noord Holland 
EO Metterdaad,100,3,Noord Holland 
Ondernemersvereniging BVHilversum,100,3,Noord Holland 
Studio Roosegaarde,100,3,Noord Holland 
Việt Mix +,100,3,Noord Holland 
Vecht en Veld,100,3,Noord Holland 
Bureau Buitenland,100,3,Noord Holland 
European Christian Political Movement,100,3,Noord Holland 
Opera Gazet,100,3,Noord Holland 
Bas Bijlsma PvdA,100,3,Noord Holland 
Brows By Asma,100,3,Noord Holland 
EveryOffice Recreatie,100,3,Noord Holland 
Het Vergeten Kind,100,3,Noord Holland 
DK-Nyheder,100,3,Noord Holland 
NJR,100,3,Noord Holland 
CDA-Hilversum,100,3,Noord Holland 
size?,100,3,Noord Holland 
AirNews,100,3,Noord Holland 
KWF Kankerbestrijding / Dutch Cancer Society,100,3,Noord Holland 
Blacklivematters.nl,100,3,Noord Holland 
Auto Erkend,100,3,Noord Holland 
Felix Community,100,3,Noord Holland 
Avaaz,100,3,Noord Holland 
JFVD,100,3,Noord Holland 
FNV Winkelstraat,100,3,Noord Holland 
Europe in my region,100,3,Noord Holland 
Zettle by PayPal,100,3,Noord Holland 
Speech Republic,100,3,Noord Holland 
Titan Power+,100,3,Noord Holland 
ARMEDANGELS,100,3,Noord Holland 
Treecelet,100,3,Noord Holland 
Noordvoerders,100,3,Noord Holland 
Wakker Dier,100,3,Noord Holland 
Jonge Democraten Amsterdam,100,3,Noord Holland 
Gool Gadgets Go,100,3,Noord Holland 
Joris Thijssen,100,3,Noord Holland 
I Heart My Baby Kids,100,3,Noord Holland 
Cultuur onder Vuur,100,3,Noord Holland 
Gigadealls,100,3,Noord Holland 
Calconditioner Waterontharder,100,3,Noord Holland 
PASA Primates: Pan African Sanctuary Alliance,100,3,Noord Holland 
JOVD Amsterdam e.o.,100,3,Noord Holland 
Groasis,100,3,Noord Holland 
Motivaction International,100,3,Noord Holland 
Meneer Nieges,100,3,Noord Holland 
The Radical Tea Towel Company,100,3,Noord Holland 
Agnes Jongerius,100,3,Noord Holland 
Blossom Books,100,3,Noord Holland 
FireLox,100,3,Noord Holland 
Son of a Tailor,100,3,Noord Holland 
Haarlems Zwartboek,100,3,Noord Holland 
Natwerk,100,3,Noord Holland 
Readly NL,100,3,Noord Holland 
VVD Amstelveen,100,3,Noord Holland 
Melody Deldjou Fard,100,3,Noord Holland 
Mustafa Amhaouch,100,3,Noord Holland 
ADK Trading,100,3,Noord Holland 
Minister van Gehandicaptenzaken,100,3,Noord Holland 
Naranjas del Carmen - naranjasdelcarmen.com,100,3,Noord Holland 
SDOK,100,3,Noord Holland 
Duurzame-Rietjes,100,3,Noord Holland 
Baked with Love,100,3,Noord Holland 
Kitty Jong FNV,100,3,Noord Holland 
VVD - Edith van den Ham,100,3,Noord Holland 
Veteranenombudsman,100,3,Noord Holland 
A Beautiful SEOUL,100,3,Noord Holland 
MyLum,100,3,Noord Holland 
World Vision Nederland,100,3,Noord Holland 
Lara Wolters,100,3,Noord Holland 
UvA Faculteit der Rechtsgeleerdheid,100,3,Noord Holland 
Lefrik,100,3,Noord Holland 
Pampers,100,3,Noord Holland 
ACT Commodities,100,3,Noord Holland 
Gemeente Zaanstad,100,3,Noord Holland 
CompuGroup Medical Nederland,100,3,Noord Holland 
Groen Rechts,100,3,Noord Holland 
Marco Eestermans PvdA,100,3,Noord Holland 
VVD Dijk en Waard,100,3,Noord Holland 
CDA Huizen,100,3,Noord Holland 
Raadhuisconcerten Hilversum,100,3,Noord Holland 
OPRECHT.nu,100,3,Noord Holland 
Algemene Waterschapspartij Nederland,100,3,Noord Holland 
Wren + Glory,100,3,Noord Holland 
"Carline van Breugel, #32",100,3,Noord Holland 
USR Diaspora,100,3,Noord Holland 
Forum voor Democratie Noord-Holland -FVD,100,3,Noord Holland 
Ambtenarensalaris,100,3,Noord Holland 
Wild day baboon,100,3,Noord Holland 
Plastic Free Amsterdam,100,3,Noord Holland 
Cupigo,100,3,Noord Holland 
Atoom Alliantie,100,3,Noord Holland 
Arnout van den Bosch - Raadslid PvdA Amstelveen,100,3,Noord Holland 
Mick de Vlieger,100,3,Noord Holland 
Onze mooiste plek in Hillegom,100,3,Noord Holland 
Melissa Oosterbroek,100,3,Noord Holland 
Daniel den Hoed Fonds,100,3,Noord Holland 
Ftrprf,100,3,Noord Holland 
Contractbook,100,3,Noord Holland 
FVD Noord-Brabant,100,3,Noord Holland 
Cowboy,100,3,Noord Holland 
Klimaatwinnaars,100,3,Noord Holland 
Haarlems Zwartboek,100,3,Noord Holland 
GroenLinks Edam-Volendam,100,3,Noord Holland 
Longfonds,100,3,Noord Holland 
Agnes Jongerius,100,3,Noord Holland 
Zwarte Piet onder Vuur,100,3,Noord Holland 
Lensdeal - Contactlenzen,100,3,Noord Holland 
Consumentenbond,100,3,Noord Holland 
Kennispunt Lokale Politieke Partijen,100,3,Noord Holland 
USR Diaspora - Olanda,100,3,Noord Holland 
Ecosystem Restoration Camps,100,3,Noord Holland 
Politieke Adem,100,3,Noord Holland 
Bloomberg,100,3,Noord Holland 
Hismile,100,3,Noord Holland 
"PerspectieF, ChristenUnie-jongeren",100,3,Noord Holland 
VPRO,100,3,Noord Holland 
Vuilnisbelt Amsterdam,100,3,Noord Holland 
Harry van Caem,100,3,Noord Holland 
NJR,100,3,Noord Holland 
Bart van Bruggen,100,3,Noord Holland 
Stadspartij Purmerend,100,3,Noord Holland 
FLOOR,100,3,Noord Holland 
ChristenUnie Amsterdam,100,3,Noord Holland 
Oceanmata,100,3,Noord Holland 
Radboud University,100,3,Noord Holland 
G10 van de Economie en Filosofie,100,3,Noord Holland 
Bespaarkiosk.nl,100,3,Noord Holland 
CDA Zaanstad,100,3,Noord Holland 
Zonnepanelen-stroom.nl,100,3,Noord Holland 
Aartjan van Erkel - Internet copywriter,100,3,Noord Holland 
Arval Nederland,100,3,Noord Holland 
Peugeot,100,3,Noord Holland 
Dutch Global Health Film Festival,100,3,Noord Holland 
Bomenbezorgd.nl,100,3,Noord Holland 
Goodbye Moments Afscheidsfotografie,100,3,Noord Holland 
Dilara Telecom,100,3,Noord Holland 
Vereniging Van Rechtzoekenden,100,3,Noord Holland 
KeukenFlex,100,3,Noord Holland 
VNO-NCW,100,3,Noord Holland 
Volkstyle Base,100,3,Noord Holland 
DrugsDialoog,100,3,Noord Holland 
D66 Internationaal,100,3,Noord Holland 
Time to Help Nederland,100,3,Noord Holland 
overbevolking.nl - Club van Tien Miljoen,100,3,Noord Holland 
Bart van den Belt,100,3,Noord Holland 
Groupe Renault,100,3,Noord Holland 
Lokaal-Hengelo,100,3,Noord Holland 
Geen illegalen in Buitenveldert,100,3,Noord Holland 
Abassin Nessar,100,3,Noord Holland 
Radboud Fonds,100,3,Noord Holland 
Bill Gates,100,3,Noord Holland 
Partij voor de Dieren Almere,100,3,Noord Holland 
Trimbos-instituut,100,3,Noord Holland 
Campus Fryslân - University of Groningen,100,3,Noord Holland 
ADP,100,3,Noord Holland 
Radio 538,100,3,Noord Holland 
Daily Stoic,100,3,Noord Holland 
Shimano-Road,100,3,Noord Holland 
UNICEF Nederland,100,3,Noord Holland 
D66 Utrecht,100,3,Noord Holland 
Alive to Earth,100,3,Noord Holland 
Cabane,100,3,Noord Holland 
Party for the Animals,100,3,Noord Holland 
De Stentor,100,3,Noord Holland 
Consumentenkeuzehulp.nl,100,3,Noord Holland 
De Beweging,100,3,Noord Holland 
Cordaid,100,3,Noord Holland 
Batoko,100,3,Noord Holland 
Spotify,100,3,Noord Holland 
Klaas Dijkhoff,100,3,Noord Holland 
Brandpunt+,100,3,Noord Holland 
Pvda Den Bosch,100,3,Noord Holland 
Consumentenbond,100,3,Noord Holland 
The Social Tribune,100,3,Noord Holland 
Sky World Community Eng,100,3,Noord Holland 
MisterGreen Electric Lease,100,3,Noord Holland 
Crush+,100,3,Noord Holland 
alano_alano_,100,3,Noord Holland 
Edwin Selij,100,3,Noord Holland 
Spencer,100,3,Noord Holland 
Let's Break the Shame,100,3,Noord Holland 
Zaaihaarlemmermeer,100,3,Noord Holland 
Dr. Sidi S. Koné,100,3,Noord Holland 
Gemeente Amstelveen,100,3,Noord Holland 
Classics To Go,100,3,Noord Holland 
Stop Wapenhandel,100,3,Noord Holland 
NRC Live,100,3,Noord Holland 
Shadow Game,100,3,Noord Holland 
World on Fire,100,3,Noord Holland 
President Studio,100,3,Noord Holland 
Curriculum.nu,100,3,Noord Holland 
Dus Wat Gaan Wij Doen,100,3,Noord Holland 
Cobags,100,3,Noord Holland 
THE OUTNET.COM,100,3,Noord Holland 
Paul Tang,100,3,Noord Holland 
Ftrprf,100,3,Noord Holland 
Entropy,100,3,Noord Holland 
World Transformation Movement,100,3,Noord Holland 
MovieZone.nl,100,3,Noord Holland 
Daan Versteeg,100,3,Noord Holland 
Stijn Verwoest,100,3,Noord Holland 
Vereniging Band en Milieu / RecyBEM,100,3,Noord Holland 
Partij van de Arbeid (PvdA),100,3,Noord Holland 
Save The Seas,100,3,Noord Holland 
Kati Piri,100,3,Noord Holland 
Modern.Nederland,100,3,Noord Holland 
PvdA Amstelveen,100,3,Noord Holland 
IFMSA-NL,100,3,Noord Holland 
ChristenUnie Gooise Meren,100,3,Noord Holland 
Impact City - The Hague Innovators,100,3,Noord Holland 
Netherlands Helsinki Committee,100,3,Noord Holland 
BouwGarant,100,3,Noord Holland 
SP,100,3,Noord Holland 
PvdA Beverwijk-Wijk aan Zee,100,3,Noord Holland 
VICE World News,100,3,Noord Holland 
Soup en Zo,100,3,Noord Holland 
Het Voedselkabinet,100,3,Noord Holland 
International Federation of Red Cross and Red Crescent Societies,100,3,Noord Holland 
Cinema Delicatessen,100,3,Noord Holland 
Veiligheidsregio Noord-Holland Noord,100,3,Noord Holland 
sinclairsimons_huppekeeee,100,3,Noord Holland 
FNV Zorg & Welzijn,100,3,Noord Holland 
KRO-NCRV,100,3,Noord Holland 
VVD Westfriesland,100,3,Noord Holland 
Vastenactie,100,3,Noord Holland 
D66 Dijk en Waard,100,3,Noord Holland 
Hyundai.Lifestyle,100,3,Noord Holland 
Derk Boswijk,100,3,Noord Holland 
We Gaan Ze Halen,100,3,Noord Holland 
Hugo Bellaart,100,3,Noord Holland 
Claire Martens -raadslid Amsterdamse VVD-,100,3,Noord Holland 
Rise of Empires: Ice and Fire,100,3,Noord Holland 
Vedett,100,3,Noord Holland 
"UNHCR, the UN Refugee Agency",100,3,Noord Holland 
Amsterdam heeft een Keuze,100,3,Noord Holland 
Bundelt,100,3,Noord Holland 
Stadsdeel West Amsterdam,100,3,Noord Holland 
Jalt,100,3,Noord Holland 
Brabants Dagblad,100,3,Noord Holland 
HVC Groep,100,3,Noord Holland 
VVD Hoorn,100,3,Noord Holland 
Arseh Sevom (عرصه سوم),100,3,Noord Holland 
Impact City - The Hague Innovators,100,3,Noord Holland 
FairWork,100,3,Noord Holland 
Vereniging Thorium Energie,100,3,Noord Holland 
Heifer Nederland,100,3,Noord Holland 
Gemeente 's-Hertogenbosch,100,3,Noord Holland 
Desinfectie,100,3,Noord Holland 
"10,000 HOURS",100,3,Noord Holland 
Postcode Lotteries Green Challenge,100,3,Noord Holland 
ABP Pensioenfonds voor overheid en onderwijs,100,3,Noord Holland 
De Wereldwijven,100,3,Noord Holland 
Energie Vergelijken & Besparen,100,3,Noord Holland 
Meewind,100,3,Noord Holland 
Hour of Power NL,100,3,Noord Holland 
FVD Amsterdam,100,3,Noord Holland 
Fox - Ton,100,3,Noord Holland 
Wethouder Klaas Valkering,100,3,Noord Holland 
Creative Europe,100,3,Noord Holland 
Stijn Warmenhoven,100,3,Noord Holland 
FNV Media & Cultuur,100,3,Noord Holland 
War Child Holland,100,3,Noord Holland 
Takemeto.nl,100,3,Noord Holland 
PvdA Heiloo,100,3,Noord Holland 
Israël in Nederland,100,3,Noord Holland 
Justice and Peace Netherlands,100,3,Noord Holland 
